NEGERI,PPD,PARLIMEN,DUN,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,GRED,BANTUAN,BILSESI,SESI,ENROLMEN PRASEKOLAH,ENROLMEN,ENROLMEN KHAS,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY,SKM<=150
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6040,SEKOLAH KEBANGSAAN JAYA MULIA,KAMPUNG PARIT PANJANG,82100,AYER BALOI,76933513,TIADA,JBA6040@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,22,59,,13,ADA,TIADA,103.3540574,1.617401496,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6041,SEKOLAH KEBANGSAAN BENUT,JALAN JAAFAR ,82200,BENUT,76903058,76903058,JBA6041@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,21,301,45,36,ADA,ADA,103.2588343,1.644705446,
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6042,SEKOLAH KEBANGSAAN SERI SINARAN,"JKR 1400, TAMPOK",82200,BENUT,74244943,74244943,JBA6042@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,23,123,16,20,ADA,ADA,103.2020611,1.657705147,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6043,SEKOLAH KEBANGSAAN SERI BUGIS,PT DAING PALAWA,82200,BENUT,TIADA,TIADA,JBA6043@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,8,52,,13,ADA,TIADA,103.2197101,1.624205803,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6044,SEKOLAH KEBANGSAAN SERI SEMANGAT,KG. PARIT STAN,82200,BENUT,76901700,TIADA,JBA6044@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,15,52,,13,ADA,TIADA,103.2189223,1.67696724,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6045,SEKOLAH KEBANGSAAN SERI JAYA,"KG. PERMATANG SEPAM, BENUT",82200,PONTIAN,74257273,74257273,JBA6045@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,25,93,,15,ADA,TIADA,103.2387748,1.702120819,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6046,SEKOLAH KEBANGSAAN SERI SETIA,KAMPUNG PERMATANG DUKU,82200,BENUT,74257385,74257385,JBA6046@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,17,109,7,19,ADA,ADA,103.2347978,1.689528336,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6047,SEKOLAH KEBANGSAAN SERI BAHAGIA,KAMPUNG LUBUK SIPAT,82210,BENUT,74258654,74258654,JBA6047@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,21,204,5,22,ADA,ADA,103.2515261,1.721286034,
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6048,SEKOLAH KEBANGSAAN SERI KEMBAR,JALAN PARIT ISMAIL,82200,BENUT,76906313,76906313,JBA6048@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,18,146,,17,ADA,TIADA,103.2819946,1.688443016,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6049,SEKOLAH KEBANGSAAN SERI AL ULUM,"KG PARIT MARJUNIT, BENUT",82200,PONTIAN,76901699,76901699,JBA6049@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,20,133,,18,ADA,TIADA,103.3009773,1.664722862,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6050,SEKOLAH KEBANGSAAN SERI SENANG HATI,KAMPUNG PARIT PUTERI MENANGIS,82200,BENUT,76901726,76901726,JBA6050@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,24,158,,18,ADA,TIADA,103.3021776,1.650261471,
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6051,SEKOLAH KEBANGSAAN PARIT MARKOM,JKR1548 JALAN PARIT ISMAIL,82200,BENUT,76903677,76903677,JBA6051@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,28,318,23,35,ADA,ADA,103.2943016,1.715478727,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6052,SEKOLAH KEBANGSAAN BATU 24,JALAN JOHOR- PONTIAN,81500,PEKAN NANAS,76992315,76992315,JBA6052@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,27,573,31,43,ADA,ADA,103.5351823,1.501843916,
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7001,SEKOLAH KEBANGSAAN TEMENGGONG ABDUL RAHMAN,1261 JALAN PAWANG,85000,SEGAMAT,79312018,79313018,jba7001@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,34,570,9,50,ADA,ADA,102.8150289,2.513867651,
JOHOR,PPD SEGAMAT, SEKIJANG, PEMANIS,Rendah,SK,JBA7003,SEKOLAH KEBANGSAAN KAMPONG TENGAH,KM3 JLN HASSAN,85000,SEGAMAT,79325779,79325779,jba7003@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,268,,28,ADA,TIADA,102.817257,2.530149485,
JOHOR,PPD SEGAMAT, SEKIJANG, PEMANIS,Rendah,SK,JBA7004,SEKOLAH KEBANGSAAN KAMPONG JAWA,"JALAN MEDOI, KAMPONG JAWA",85000,SEGAMAT,79319584,79319584,jba7004@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,50,556,,42,ADA,TIADA,102.8346571,2.506394891,
JOHOR,PPD SEGAMAT, SEKIJANG, PEMANIS,Rendah,SK,JBA7005,SEKOLAH KEBANGSAAN LKTP MEDOI,"JALAN PEJABAT, FELDA MEDOI",85050,SEGAMAT,79313985,79313985,jba7005@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,15,137,6,20,ADA,ADA,102.8827885,2.528935178,YA
JOHOR,PPD SEGAMAT, SEKIJANG, PEMANIS,Rendah,SK,JBA7006,SEKOLAH KEBANGSAAN DATO SERI MAHARAJA LELA,"KM. 3, JLN. BULOH KASAP",85000,SEGAMAT,79312029,79312029,JBA7006@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,35,235,,26,ADA,TIADA,102.8055441,2.534997355,
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7007,SEKOLAH KEBANGSAAN GELANG CHINCHIN,KAMPUNG GELANG CHINCHIN,85000,SEGAMAT,79328216,79328216,JBA7007@moe.edu.my,Bandar,SKM B,SK,1 Sesi,Pagi Sahaja,17,135,13,18,ADA,ADA,102.8183198,2.576467576,YA
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7008,SEKOLAH KEBANGSAAN BULOH KASAP,165  JALAN ABDULLAH,85000,BULOH KASAP,79442543,79442543,JBA7008@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,563,26,46,ADA,ADA,102.7653073,2.553459516,
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7009,SEKOLAH KEBANGSAAN KUALA PAYA,KG. KUALA PAYA,85000,SEGAMAT,79442924,79442924,JBA7009@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,23,68,,14,ADA,TIADA,102.7661589,2.579011996,YA
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7010,SEKOLAH KEBANGSAAN SPANG LOI,"KG. SPANG LOI, BATU ANAM",85100,SEGAMAT,TIADA,TIADA,JBA7010@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,62,10,14,TIADA,ADA,102.7604549,2.644814227,YA
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7011,SEKOLAH KEBANGSAAN SEPINANG,KAMPUNG SEPINANG,85000,SEGAMAT,79319157,TIADA,JBA7011@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,9,107,,14,ADA,TIADA,102.8083913,2.56195004,YA
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7012,SEKOLAH KEBANGSAAN BATU ANAM,JALAN BULOH KASAP,85100,SEGAMAT,1165497678,TIADA,JBA7012@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,50,564,9,46,ADA,ADA,102.7183518,2.566745554,
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7013,SEKOLAH KEBANGSAAN KAMPONG AWAT,KAMPONG AWAT,85100,BATU ANAM,79373371,TIADA,JBA7013@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,7,65,,13,ADA,TIADA,102.6555741,2.647821573,YA
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7014,SEKOLAH KEBANGSAAN MENSUDUT PINDAH,KAMPUNG MENSUDUT PINDAH,85100,SEGAMAT,TIADA,TIADA,JBA7014@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,3,24,,12,ADA,TIADA,102.7285919,2.651382418,YA
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7015,SEKOLAH KEBANGSAAN TAMBANG,TAMBANG BATU 4,85100,BATU ANAM,TIADA,TIADA,JBA7015@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,7,41,,13,ADA,TIADA,102.7216067,2.6284874,YA
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7016,SEKOLAH KEBANGSAAN GEMEREH,"KM. 5, JALAN MUAR",85000,SEGAMAT,79310740,79310750,JBA7016@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,23,390,23,37,ADA,ADA,102.794762,2.489627143,
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7017,SEKOLAH KEBANGSAAN JEMENTAH,"KM 22,JALAN MUAR",85200,JEMENTAH,79473261,79473261,JBA7017@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,260,19,30,ADA,ADA,102.6855746,2.449677158,
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7018,SEKOLAH KEBANGSAAN LADANG WELCH,JEMENTAH ,85200,JEMENTAH,79473771,79473771,JBA7018@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,15,72,,13,ADA,TIADA,102.654109,2.458113756,YA
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7019,SEKOLAH KEBANGSAAN TEBING TINGGI,"JALAN UTAMA, KAMPUNG TEBING TINGGI",85000,SEGAMAT,79372306,79372306,JBA7019@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,13,37,,13,ADA,TIADA,102.7644315,2.462069054,YA
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7020,SEKOLAH KEBANGSAAN BUKIT TUNGGAL,KG BUKIT TUNGGAL,85200,JEMENTAH,79473962,79473962,JBA7020@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,11,97,,13,ADA,TIADA,102.7352904,2.471257602,YA
JOHOR,PPD SEGAMAT, SEGAMAT, JEMENTAH,Rendah,SK,JBA7021,SEKOLAH KEBANGSAAN PAYA JAKAS,"KM. 26, JLN. MUAR",85200,JEMENTAH,79474676,79474676,JBA7021@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,191,,20,ADA,TIADA,102.6739672,2.42429076,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7022,SEKOLAH KEBANGSAAN POGOH,KG. POGOH 2,85000,SEGAMAT,79314727,79314727,JBA7022@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,23,245,14,32,ADA,ADA,102.8139062,2.475536654,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7023,SEKOLAH KEBANGSAAN MELAYU RAYA,"KG. MELAYU RAYA, MUKIM  POGOH",85000,SEGAMAT,79435198,79435198,JBA7023@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,2,169,,19,ADA,TIADA,102.8827196,2.446262556,
JOHOR,PPD SEGAMAT, LABIS, BEKOK,Rendah,SK,JBA7024,SEKOLAH KEBANGSAAN LABIS,"JKR 417, JALAN YONG PENG",85300,LABIS,79253216,79253216,JBA7024@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,22,251,24,33,ADA,ADA,103.021766,2.380700859,
JOHOR,PPD SEGAMAT, LABIS, TENANG,Rendah,SK,JBA7025,SEKOLAH KEBANGSAAN PEKAN AIR PANAS,"JALAN ZAINAL, PEKAN AIR PANAS",85300,LABIS,79287040,79287040,JBA7025@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,13,92,9,17,ADA,ADA,103.0542857,2.47235838,YA
JOHOR,PPD SEGAMAT, LABIS, TENANG,Rendah,SK,JBA7026,SEKOLAH KEBANGSAAN KAMPONG TENANG,KAMPONG TENANG ,85300,LABIS,79287333,79287333,JBA7026@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,7,56,,13,ADA,TIADA,103.0665462,2.475257965,YA
JOHOR,PPD SEGAMAT, LABIS, TENANG,Rendah,SK,JBA7027,SEKOLAH KEBANGSAAN SAWAH BAHRU,KG SAWAH BARU,85300,LABIS,79288003,79288003,JBA7027@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,42,,13,TIADA,TIADA,103.0172385,2.471544891,YA
JOHOR,PPD SEGAMAT, LABIS, TENANG,Rendah,SK,JBA7028,SEKOLAH KEBANGSAAN LKTP TENANG,"JALAN BESAR, FELDA TENANG",85300,LABIS,79288710,79288710,JBA7028@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,12,138,,19,ADA,TIADA,103.0408895,2.442286203,YA
JOHOR,PPD SEGAMAT, LABIS, BEKOK,Rendah,SK,JBA7029,SEKOLAH KEBANGSAAN SERI BALI,JALAN KAMPUNG JAWA BARU,85400,CHAAH,79262724,79262724,JBA7029@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,26,228,9,31,ADA,ADA,103.0387571,2.249792614,
JOHOR,PPD SEGAMAT, LABIS, BEKOK,Rendah,SK,JBA7030,SEKOLAH KEBANGSAAN SERI BEKOK,JALAN BAHRU,86500,BEKOK,79221633,79221633,JBA7030@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,147,5,20,ADA,ADA,103.1332742,2.297310409,YA
JOHOR,PPD SEGAMAT, LABIS, TENANG,Rendah,SK,JBA7031,SEKOLAH KEBANGSAAN (FELDA) CHEMPLAK,"JLN. BAHAGIA, FELDA CHEMPLAK",85300,LABIS,79236944,79236945,JBA7031@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,24,173,12,23,ADA,ADA,102.9454071,2.378971091,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7032,SEKOLAH KEBANGSAAN (FELDA) KEMELAH,JALAN SEKOLAH,85040,SEGAMAT,79451761,79451761,JBA7032@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,177,,20,ADA,TIADA,102.9523681,2.519299763,
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7033,SEKOLAH KEBANGSAAN MENSUDUT LAMA,KG. MENSUDUT LAMA,85100,BATU ANAM,TIADA,TIADA,JBA7033@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,7,40,,13,ADA,TIADA,102.7276182,2.762719894,YA
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7034,SEKOLAH KEBANGSAAN BALAI BADANG,KAMPUNG BALAI BADANG,85100,BATU ANAM,79373212,TIADA,JBA7034@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,23,72,,13,ADA,TIADA,102.7421182,2.727746521,YA
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7035,SEKOLAH KEBANGSAAN (FELDA) REDONG,FELDA REDONG,85300,LABIS,79291900,79291900,JBA7035@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,39,292,6,31,ADA,ADA,103.0163456,2.503628157,
JOHOR,PPD SEGAMAT, SEKIJANG, PEMANIS,Rendah,SK,JBA7036,SEKOLAH KEBANGSAAN LKTP PEMANIS 1,FELDA PEMANIS 1,85000,SEGAMAT,79456528,79456528,JBA7036@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,22,238,9,31,ADA,ADA,102.9017888,2.594336673,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7037,SEKOLAH KEBANGSAAN TENANG STESEN,"KM 19, TENANG STESEN",85000,SEGAMAT,79270507,79270507,JBA7037@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,28,123,21,23,ADA,ADA,102.9571878,2.468201944,YA
JOHOR,PPD SEGAMAT, SEKIJANG, PEMANIS,Rendah,SK,JBA7038,SEKOLAH KEBANGSAAN (FELDA) PEMANIS 2,"PETI SURAT 105, FELDA PEMANIS 2",85000,SEGAMAT,79456408,79456408,JBA7038@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,41,223,,25,ADA,TIADA,102.905959,2.584890349,
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7039,SEKOLAH KEBANGSAAN LKTP PALONG TIMUR,LKTP PALONG TIMUR ,85100,BATU ANAM,64668532,64668532,JBA7039@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,47,339,21,34,ADA,ADA,102.6857395,2.700992703,
JOHOR,PPD SEGAMAT, PAGOH, BUKIT KEPONG,Rendah,SK,JBA7040,SEKOLAH KEBANGSAAN LKTP MAOKIL 1,"JKR 1732 , JALAN ANGSANA, GUGUSAN FELDA MAOKIL",85300,LABIS,79191168,79191168,JBA7040@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,212,14,26,ADA,ADA,102.9677384,2.299325761,
JOHOR,PPD SEGAMAT, LABIS, BEKOK,Rendah,SK,JBA7041,SEKOLAH KEBANGSAAN DESA TEMU JODOH,"KM 6, JALAN YONG PENG",85400,CHAAH,79263700,79263600,JBA7041@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,50,270,10,33,ADA,ADA,103.0395415,2.193821636,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7042,SEKOLAH KEBANGSAAN SEGAMAT KECIL,KAMPUNG SEGAMAT KECIL,85300,LABIS,TIADA,TIADA,JBA7042@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,13,67,,13,ADA,TIADA,103.0042837,2.545080279,
JOHOR,PPD SEGAMAT, LABIS, BEKOK,Rendah,SK,JBA7043,SEKOLAH KEBANGSAAN KAMPONG KUDUNG,KAMPUNG KUDONG,86500,SEGAMAT,TIADA,TIADA,JBA7043@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,19,105,3,16,ADA,ADA,103.1869336,2.32146893,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7044,SEKOLAH KEBANGSAAN KAMPUNG PAYA BESAR,"JKR 1416, SK KAMPUNG PAYA BESAR",85000,SEGAMAT,TIADA,TIADA,JBA7044@moe.edu.my,Bandar,SKM B,SK,1 Sesi,Pagi Sahaja,24,131,,13,ADA,TIADA,102.8424467,2.444387699,YA
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7045,SEKOLAH KEBANGSAAN LKTP PALONG TIMUR 2,LKTP PALONG TIMUR 2,85100,BATU ANAM,64668135,64668135,JBA7045@moe.edu.my,Luar Bandar,C,SK,1 Sesi,Pagi Sahaja,12,118,,17,ADA,TIADA,102.6802249,2.713019703,YA
JOHOR,PPD SEGAMAT, PAGOH, BUKIT KEPONG,Rendah,SK,JBA7046,SEKOLAH KEBANGSAAN LKTP MAOKIL 2,"JALAN ANGSANA, FELDA MAOKIL",85300,LABIS,79191652,79191652,jba7046@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,49,196,,18,ADA,TIADA,102.9684209,2.292005817,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7047,SEKOLAH KEBANGSAAN SEGAMAT BARU,"JALAN SERIKAYA 12, SEGAMAT BARU",85000,SEGAMAT,79436177,79436177,JBA7047@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,49,600,33,51,ADA,ADA,102.8495449,2.500397475,
JOHOR,PPD SEGAMAT, SEGAMAT, BULOH KASAP,Rendah,SK,JBA7048,SEKOLAH KEBANGSAAN KEMEDAK,KARUNG BERKUNCI 525,85009,SEGAMAT,TIADA,TIADA,JBA7048@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,23,160,5,20,ADA,ADA,102.7877416,2.712217505,
JOHOR,PPD SEGAMAT, SEKIJANG, KEMELAH,Rendah,SK,JBA7049,SEKOLAH KEBANGSAAN BANDAR PUTRA,"JALAN PUTRA 2/25, BANDAR PUTRA",85000,SEGAMAT,79432616,79432616,JBA7049@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,25,842,58,67,ADA,ADA,102.8518003,2.501667235,
JOHOR,PPD KULAI, KULAI, BUKIT PERMAI,Rendah,SK,JBA8001,SEKOLAH KEBANGSAAN SINAR BAHAGIA,FELDA TAIB ANDAK,81000,KULAI,76549712,76549712,JBA8001@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,54,477,15,42,ADA,ADA,103.6489382,1.733658803,
JOHOR,PPD KULAI, KULAI, SENAI,Rendah,SK,JBA8003,SEKOLAH KEBANGSAAN KULAI,JKR 2467 JALAN SEKOLAH MELAYU KAMPUNG MELAYU,81000,KULAI,76631730,76631730,JBA8003@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,75,740,37,63,ADA,ADA,103.5987642,1.658385177,
JOHOR,PPD KULAI, KULAI, BUKIT BATU,Rendah,SK,JBA8004,SEKOLAH KEBANGSAAN AYER MANIS,KM 48 JALAN AIR HITAM,81020,KULAI,76563380,76563380,JBA8004@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,399,,33,ADA,TIADA,103.4827747,1.702638047,
JOHOR,PPD KULAI, KULAI, BUKIT BATU,Rendah,SK,JBA8005,SEKOLAH KEBANGSAAN LKTP BUKIT BATU,"JKR 3820, LKTP FELDA BUKIT BATU",81000,KULAI,76512405,76512405,JBA8005@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,27,301,15,30,ADA,ADA,103.4373783,1.703237801,
JOHOR,PPD KULAI, KULAI, BUKIT PERMAI,Rendah,SK,JBA8006,SEKOLAH KEBANGSAAN LKTP BUKIT PERMAI,FELDA BUKIT PERMAI,81850,KULAI,77511615,77511615,JBA8006@moe.edu.my,Luar Bandar,C,SK,1 Sesi,Pagi Sahaja,18,110,,16,ADA,TIADA,103.5191347,1.768106751,YA
JOHOR,PPD KULAI, KULAI, BUKIT PERMAI,Rendah,SK,JBA8008,SEKOLAH KEBANGSAAN SEDENAK,"JALAN SEDENAK 10 , KG. BARU SEDENAK",81010,KULAI,76526627,76526627,JBA8008@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,27,305,,28,ADA,TIADA,103.5285801,1.711670943,
JOHOR,PPD KULAI, KULAI, BUKIT BATU,Rendah,SK,JBA8009,SEKOLAH KEBANGSAAN POLIS KEM,"BATU 26, KELAPA SAWIT",81030,KULAI,76523219,76523218,JBA8009@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,100,1439,35,90,ADA,ADA,103.5282635,1.677761823,
JOHOR,PPD KULAI, KULAI, SENAI,Rendah,SK,JBA8011,SEKOLAH KEBANGSAAN SENAI,PEKAN SENAI,81400,SENAI,75996648,75997853,JBA8011@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,50,801,38,63,ADA,ADA,103.644699,1.596966179,
JOHOR,PPD KULAI, KULAI, BUKIT PERMAI,Rendah,SK,JBA8020,SEKOLAH KEBANGSAAN FELDA INAS,"FELDA INAS, KULAI",81440,BANDAR TENGGARA,78962690,78962690,JBA8020@moe.edu.my,Luar Bandar,B,SK,2 Sesi,Pagi dan Petang,25,307,10,31,ADA,ADA,103.6110225,1.773157285,
JOHOR,PPD KULAI, KULAI, BUKIT PERMAI,Rendah,SK,JBA8021,SEKOLAH KEBANGSAAN MURNI JAYA,KG.MURNI JAYA,81850,LAYANG-LAYANG,77525834,77525834,JBA8021@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,151,12,19,ADA,ADA,103.5443061,1.770238484,
JOHOR,PPD KULAI, KULAI, BUKIT BATU,Rendah,SK,JBA8025,SEKOLAH KEBANGSAAN SRI GUNUNG PULAI,KAMPUNG SRI GUNUNG PULAI,81000,KULAI,76991706,76991706,JBA8025@moe.edu.my,Luar Bandar,C,SK,1 Sesi,Pagi Sahaja,20,118,,16,ADA,TIADA,103.5132506,1.59284455,YA
JOHOR,PPD KULAI, KULAI, BUKIT BATU,Rendah,SK,JBA8026,SEKOLAH KEBANGSAAN TAMAN KOTA KULAI,PERSIARAN SRI PUTRI 2 TAMAN PUTRI,81000,KULAI,76631137,,JBA8026@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,100,1092,,77,ADA,TIADA,103.5826935,1.659163979,
JOHOR,PPD KULAI, KULAI, SENAI,Rendah,SK,JBA8027,SEKOLAH KEBANGSAAN SENAI UTAMA,"JALAN SENAI UTAMA, TAMAN SENAI UTAMA",81400,SENAI,75989323,75989323,jba8027@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,75,1145,25,74,ADA,ADA,103.6416861,1.611234251,
JOHOR,PPD KULAI, KULAI, SENAI,Rendah,SK,JBA8028,SEKOLAH KEBANGSAAN TAMAN MUHIBBAH,"JALAN JAMBU AIR, TAMAN MUHIBBAH, SALENG",81400,SENAI,76572851,TIADA,JBA8028@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,620,16,48,ADA,ADA,103.6159685,1.627439057,
JOHOR,PPD KULAI, KULAI, BUKIT BATU,Rendah,SK,JBA8029,SEKOLAH KEBANGSAAN TAMAN KOTA KULAI 2,"JALAN SRI PUTRI 4/9, TAMAN PUTRI",81000,KULAIJAYA,76626540,76626540,JBA8029@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,50,1108,55,82,ADA,ADA,103.5722592,1.65257513,
